CityKey,WWICityID,City,StateProvince,Country,Continent,SalesTerritory,Region,Subregion,Location,LatestRecordedPopulation,ValidFrom,ValidTo,LineageKey
17526,8444,Danielson,Connecticut,United States,North America,New England,Americas,Northern America,POINT (-71.8859054 41.8025986),4051,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
17527,8445,Danielsville,Georgia,United States,North America,Southeast,Americas,Northern America,POINT (-83.2212629 34.1242771),560,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
17528,8446,Dannebrog,Nebraska,United States,North America,Plains,Americas,Northern America,POINT (-98.5459042 41.1183456),303,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
17529,8447,Dannemora,New York,United States,North America,Mideast,Americas,Northern America,POINT (-73.7237529 44.7214301),3936,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
17530,8448,Dansville,New York,United States,North America,Mideast,Americas,Northern America,POINT (-77.696106 42.5609),4719,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
17531,8449,Dansville,Michigan,United States,North America,Great Lakes,Americas,Northern America,POINT (-84.3033013 42.555869),563,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
17532,8450,Dante,South Dakota,United States,North America,Plains,Americas,Northern America,POINT (-98.1842432 43.0386053),84,2013-01-01T00:00:00.000Z,2013-01-01T00:04:00.000Z,1
17533,8451,Dante,Virginia,United States,North America,Southeast,Americas,Northern America,POINT (-82.2976424 36.9784384),649,2013-01-01T00:00:00.000Z,2013-01-01T00:03:00.000Z,1
17534,8452,Danube,Minnesota,United States,North America,Plains,Americas,Northern America,POINT (-95.097225 44.7919049),505,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
17535,8453,Danvers,Minnesota,United States,North America,Plains,Americas,Northern America,POINT (-95.7519839 45.2819049),97,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
17536,8454,Danvers,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-70.9300507 42.5750946),26493,2013-01-01T00:00:00.000Z,2013-01-01T00:03:00.000Z,1
17537,8455,Danvers,Illinois,United States,North America,Great Lakes,Americas,Northern America,POINT (-89.1773055 40.5294818),1154,2013-01-01T00:00:00.000Z,2013-01-01T00:05:00.000Z,1
17612,2132,Baxter,Tennessee,United States,North America,Southeast,Americas,Northern America,POINT (-85.6435909 36.1536718),1365,2013-01-01T00:00:00.000Z,2013-01-01T00:05:00.000Z,1
17613,4768,Butte,Alaska,United States,North America,Far West,Americas,Northern America,POINT (-149.0333333 61.5422222),3246,2013-01-01T00:00:00.000Z,2013-01-01T00:05:00.000Z,1
17614,4769,Butte,Montana,United States,North America,Rocky Mountain,Americas,Northern America,POINT (-112.5347447 46.0038153),0,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
17615,4770,Butte,Nebraska,United States,North America,Plains,Americas,Northern America,POINT (-98.8492562 42.9113874),326,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
17616,4771,Butte,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-100.6654187 47.8380585),68,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
17617,4772,Butte City,Idaho,United States,North America,Rocky Mountain,Americas,Northern America,POINT (-113.2441709 43.6099032),74,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
17618,4773,Butte des Morts,Wisconsin,United States,North America,Great Lakes,Americas,Northern America,POINT (-88.6540001 44.0994273),962,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
17619,4774,Butte Falls,Oregon,United States,North America,Far West,Americas,Northern America,POINT (-122.5655886 42.5431843),423,2013-01-01T00:00:00.000Z,2013-01-01T00:03:00.000Z,1
17620,4775,Butte La Rose,Louisiana,United States,North America,Southeast,Americas,Northern America,POINT (-91.6867798 30.2776976),0,2013-01-01T00:00:00.000Z,2013-01-01T00:03:00.000Z,1
17621,4776,Butte Meadows,California,United States,North America,Far West,Americas,Northern America,POINT (-121.5510858 40.0812707),40,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
17622,4777,Butterfield,Arkansas,United States,North America,Southeast,Americas,Northern America,POINT (-92.8137801 34.4273142),0,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
17623,4778,Butterfield,Missouri,United States,North America,Plains,Americas,Northern America,POINT (-93.9077024 36.7500656),470,2013-01-01T00:00:00.000Z,2013-01-01T00:03:00.000Z,1
17624,4779,Butterfield,Minnesota,United States,North America,Plains,Americas,Northern America,POINT (-94.7947044 43.9582903),586,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
17625,4780,Butternut,Wisconsin,United States,North America,Great Lakes,Americas,Northern America,POINT (-90.4904469 46.0130088),375,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
17626,4781,Butters,North Carolina,United States,North America,Southeast,Americas,Northern America,POINT (-78.8483571 34.5604454),294,2013-01-01T00:00:00.000Z,2013-01-01T00:04:00.000Z,1
17627,4782,Butte-Silver Bow,Montana,United States,North America,Rocky Mountain,Americas,Northern America,POINT (-112.6570803 45.9019367),33525,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
17628,4783,Butteville,Oregon,United States,North America,Far West,Americas,Northern America,POINT (-122.8403743 45.2623415),265,2013-01-01T00:00:00.000Z,2013-01-01T00:03:00.000Z,1
17629,4784,Buttonwillow,California,United States,North America,Far West,Americas,Northern America,POINT (-119.4695619 35.400517),1508,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
17630,4785,Buttzville,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-75.0062838 40.8323207),146,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
17631,4786,Buxton,Maine,United States,North America,New England,Americas,Northern America,POINT (-70.5350539 43.6481358),0,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
17632,4787,Buxton,North Carolina,United States,North America,Southeast,Americas,Northern America,POINT (-75.5423746 35.2676776),1273,2013-01-01T00:00:00.000Z,2013-01-01T00:04:00.000Z,1
17633,4788,Buxton,Kansas,United States,North America,Plains,Americas,Northern America,POINT (-95.9205379 37.4483826),0,2013-01-01T00:00:00.000Z,2013-01-01T00:04:00.000Z,1
17634,4789,Buxton,North Dakota,United States,North America,Plains,Americas,Northern America,POINT (-97.0973081 47.601924),323,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
17635,4790,Buyck,Minnesota,United States,North America,Plains,Americas,Northern America,POINT (-92.5234934 48.121853),0,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
17636,4791,Buzzards Bay,Massachusetts[E],United States,North America,New England,Americas,Northern America,POINT (-70.618087 41.745383),3859,2013-01-01T00:00:00.000Z,2013-01-01T00:03:00.000Z,1
17637,4792,Byars,Oklahoma,United States,North America,Southwest,Americas,Northern America,POINT (-97.0738047885 34.8781940006),255,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
17638,4793,Byer,Ohio,United States,North America,Great Lakes,Americas,Northern America,POINT (-82.6312754 39.1814589),0,2013-01-01T00:00:00.000Z,2013-01-01T00:04:00.000Z,1
17639,4794,Byers,Kansas,United States,North America,Plains,Americas,Northern America,POINT (-98.8670407 37.7875166),35,2013-01-01T00:00:00.000Z,2013-01-01T00:04:00.000Z,1
17640,4795,Byers,Colorado,United States,North America,Rocky Mountain,Americas,Northern America,POINT (-104.2277358 39.7113708),1160,2013-01-01T00:00:00.000Z,2013-01-01T00:05:00.000Z,1
17641,4796,Byers,Texas,United States,North America,Southwest,Americas,Northern America,POINT (-98.1905989 34.0681503),496,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
17642,4797,Byersville,New York,United States,North America,Mideast,Americas,Northern America,POINT (-77.7908315 42.5833989),47,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
17643,4798,Byesville,Ohio,United States,North America,Great Lakes,Americas,Northern America,POINT (-81.5365108 39.9697942),2438,2013-01-01T00:00:00.000Z,2013-01-01T00:04:00.000Z,1
17644,4799,Byhalia,Mississippi,United States,North America,Southeast,Americas,Northern America,POINT (-89.6906396 34.8723179),1302,2013-01-01T00:00:00.000Z,2013-01-01T00:04:00.000Z,1
17645,4800,Byhalia,Ohio,United States,North America,Great Lakes,Americas,Northern America,POINT (-83.4554799 40.4536677),0,2013-01-01T00:00:00.000Z,2013-01-01T00:04:00.000Z,1
17646,4801,Bylas,Arizona,United States,North America,Southwest,Americas,Northern America,POINT (-110.120044 33.134281),1962,2013-01-01T00:00:00.000Z,2013-01-01T00:05:00.000Z,1
17647,8463,Danville,Ohio,United States,North America,Great Lakes,Americas,Northern America,POINT (-82.2601584 40.4475643),1044,2013-01-01T00:00:00.000Z,2013-01-01T00:04:00.000Z,1
17648,8464,Danville,Arkansas,United States,North America,Southeast,Americas,Northern America,POINT (-93.3935185 35.0539792),2409,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
18463,7055,Cogdell,Georgia,United States,North America,Southeast,Americas,Northern America,POINT (-82.7179192 31.1649301),0,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
18464,9179,Dodge City,Kansas,United States,North America,Plains,Americas,Northern America,POINT (-100.0170787 37.7527982),27340,2013-01-01T00:00:00.000Z,2013-01-01T00:04:00.000Z,1
18465,9180,Dodge City,Alabama,United States,North America,Southeast,Americas,Northern America,POINT (-86.8858344 34.0406562),593,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
18466,9181,Dodge Park,Maryland,United States,North America,Mideast,Americas,Northern America,POINT (-76.8769169 38.9276115),0,2013-01-01T00:00:00.000Z,2013-01-01T00:04:00.000Z,1
18467,9182,Dodgeville,Wisconsin,United States,North America,Great Lakes,Americas,Northern America,POINT (-90.1301237 42.9602743),4693,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
18468,9183,Dodson,Louisiana,United States,North America,Southeast,Americas,Northern America,POINT (-92.660428 32.0804373),337,2013-01-01T00:00:00.000Z,2013-01-01T00:03:00.000Z,1
18469,9184,Dodson,Montana,United States,North America,Rocky Mountain,Americas,Northern America,POINT (-108.2442994 48.3955535),124,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
18470,9185,Dodson,Texas,United States,North America,Southwest,Americas,Northern America,POINT (-100.023994 34.7667247),109,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
18471,9186,Dodson Branch,Tennessee,United States,North America,Southeast,Americas,Northern America,POINT (-85.5321968 36.3125598),1074,2013-01-01T00:00:00.000Z,2013-01-01T00:05:00.000Z,1
18472,9187,Dodsonville,Ohio,United States,North America,Great Lakes,Americas,Northern America,POINT (-83.8146484 39.2022853),0,2013-01-01T00:00:00.000Z,2013-01-01T00:04:00.000Z,1
18473,9188,Doe Run,Missouri,United States,North America,Plains,Americas,Northern America,POINT (-90.4976236 37.7428288),915,2013-01-01T00:00:00.000Z,2013-01-01T00:03:00.000Z,1
18474,9189,Doering,Wisconsin,United States,North America,Great Lakes,Americas,Northern America,POINT (-89.458176 45.2352422),0,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
18475,9190,Doerun,Georgia,United States,North America,Southeast,Americas,Northern America,POINT (-83.9171221 31.3196267),774,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
18476,9191,Dogtown,California,United States,North America,Far West,Americas,Northern America,POINT (-121.0885546 38.2138064),2506,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
18477,9192,Dola,Ohio,United States,North America,Great Lakes,Americas,Northern America,POINT (-83.69271 40.7831089),140,2013-01-01T00:00:00.000Z,2013-01-01T00:04:00.000Z,1
18478,9193,Dolan Springs,Arizona,United States,North America,Southwest,Americas,Northern America,POINT (-114.2732932 35.5919357),2033,2013-01-01T00:00:00.000Z,2013-01-01T00:05:00.000Z,1
18479,9194,Doland,South Dakota,United States,North America,Plains,Americas,Northern America,POINT (-98.1006465 44.8958034),180,2013-01-01T00:00:00.000Z,2013-01-01T00:04:00.000Z,1
18480,9195,Doles,Georgia,United States,North America,Southeast,Americas,Northern America,POINT (-83.8851774 31.6993429),0,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
18481,9196,Dolgeville,New York,United States,North America,Mideast,Americas,Northern America,POINT (-74.772927 43.1009037),2206,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
18482,9197,Dollar Bay,Michigan,United States,North America,Great Lakes,Americas,Northern America,POINT (-88.5115109 47.1196494),1082,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
18483,9198,Dollar Point,California,United States,North America,Far West,Americas,Northern America,POINT (-120.0999135 39.1879625),1215,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
18484,9199,Dollars Corner,Washington,United States,North America,Far West,Americas,Northern America,POINT (-122.599968 45.7802365),1108,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
18485,9200,Dolliver,Iowa,United States,North America,Plains,Americas,Northern America,POINT (-94.6169884971 43.4633963157),66,2013-01-01T00:00:00.000Z,2013-01-01T00:03:00.000Z,1
18486,9201,Dolomite,Alabama,United States,North America,Southeast,Americas,Northern America,POINT (-86.961382 33.4628858),0,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
18487,9202,Dolores,Colorado,United States,North America,Rocky Mountain,Americas,Northern America,POINT (-108.5045356 37.4738818),936,2013-01-01T00:00:00.000Z,2013-01-01T00:05:00.000Z,1
18488,9203,Dolton,South Dakota,United States,North America,Plains,Americas,Northern America,POINT (-97.3856189 43.4908161),37,2013-01-01T00:00:00.000Z,2013-01-01T00:04:00.000Z,1
18489,9204,Dolton,Illinois,United States,North America,Great Lakes,Americas,Northern America,POINT (-87.607268 41.6389236),23153,2013-01-01T00:00:00.000Z,2013-01-01T00:05:00.000Z,1
18490,9205,Dome,Arizona,United States,North America,Southwest,Americas,Northern America,POINT (-114.3621667 32.7553236),0,2013-01-01T00:00:00.000Z,2013-01-01T00:05:00.000Z,1
18491,9206,Domestic,Indiana,United States,North America,Great Lakes,Americas,Northern America,POINT (-85.0885807 40.6117126),0,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
18492,9207,Domingo,New Mexico,United States,North America,Southwest,Americas,Northern America,POINT (-106.3200244 35.5108678),0,2013-01-01T00:00:00.000Z,2013-01-01T00:03:00.000Z,1
18493,9208,Dominguez,California,United States,North America,Far West,Americas,Northern America,POINT (-118.2186814 33.8347392),0,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
18494,9209,Dominion,Texas,United States,North America,Southwest,Americas,Northern America,POINT (-98.6164103 29.6568915),0,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
18495,9210,Dominion,Maryland,United States,North America,Mideast,Americas,Northern America,POINT (-76.2810648 38.9470577),0,2013-01-01T00:00:00.000Z,2013-01-01T00:04:00.000Z,1
18496,9211,Domino,Texas,United States,North America,Southwest,Americas,Northern America,POINT (-94.1151874 33.2651277),93,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
18497,9212,Doña Ana,New Mexico,United States,North America,Southwest,Americas,Northern America,POINT (-106.813895 32.3895356),1211,2013-01-01T00:00:00.000Z,2013-01-01T00:03:00.000Z,1
18498,32661,Starks,Louisiana,United States,North America,Southeast,Americas,Northern America,POINT (-93.6618318 30.3154826),664,2013-01-01T00:00:00.000Z,2013-01-01T00:03:00.000Z,1
18499,32662,Starks,Maine,United States,North America,New England,Americas,Northern America,POINT (-69.9661708 44.7306156),0,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
18685,34260,Torboy,Washington,United States,North America,Far West,Americas,Northern America,POINT (-118.6628029 48.6798874),49,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
18686,34261,Tornillo,Texas,United States,North America,Southwest,Americas,Northern America,POINT (-106.0883071 31.4453978),1568,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
18687,34262,Toro,Louisiana,United States,North America,Southeast,Americas,Northern America,POINT (-93.5440635 31.2804619),0,2013-01-01T00:00:00.000Z,2013-01-01T00:03:00.000Z,1
18688,34263,Toronto,Iowa,United States,North America,Plains,Americas,Northern America,POINT (-90.8640346 41.9050213),124,2013-01-01T00:00:00.000Z,2013-01-01T00:03:00.000Z,1
18689,34264,Toronto,Ohio,United States,North America,Great Lakes,Americas,Northern America,POINT (-80.6009058 40.4642335),5091,2013-01-01T00:00:00.000Z,2013-01-01T00:04:00.000Z,1
18690,34265,Toronto,Kansas,United States,North America,Plains,Americas,Northern America,POINT (-95.9491562 37.7989253),281,2013-01-01T00:00:00.000Z,2013-01-01T00:04:00.000Z,1
18691,34266,Toronto,South Dakota,United States,North America,Plains,Americas,Northern America,POINT (-96.6425537 44.5730202),212,2013-01-01T00:00:00.000Z,2013-01-01T00:04:00.000Z,1
18692,34267,Torrance,New Mexico,United States,North America,Southwest,Americas,Northern America,POINT (-105.5280589 34.3411842),0,2013-01-01T00:00:00.000Z,2013-01-01T00:03:00.000Z,1
18693,34268,Torrance,California,United States,North America,Far West,Americas,Northern America,POINT (-118.3406288 33.8358492),145438,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
18694,34269,Torreon,New Mexico,United States,North America,Southwest,Americas,Northern America,POINT (-106.2986314 34.7222803),237,2013-01-01T00:00:00.000Z,2013-01-01T00:03:00.000Z,1
18695,34271,Torrey,Utah,United States,North America,Rocky Mountain,Americas,Northern America,POINT (-111.4190654 38.2988691),182,2013-01-01T00:00:00.000Z,2013-01-01T00:03:00.000Z,1
18696,34272,Torrington,Wyoming,United States,North America,Rocky Mountain,Americas,Northern America,POINT (-104.1843943 42.0624646),6501,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
18697,34273,Torrington,Connecticut,United States,North America,New England,Americas,Northern America,POINT (-73.1212214 41.8006523),36383,2013-01-01T00:00:00.000Z,2013-01-01T00:01:00.000Z,1
18698,34274,Tortilla Flat,Arizona,United States,North America,Southwest,Americas,Northern America,POINT (-111.3898523 33.5264365),0,2013-01-01T00:00:00.000Z,2013-01-01T00:05:00.000Z,1
18699,34275,Toston,Montana,United States,North America,Rocky Mountain,Americas,Northern America,POINT (-111.4410764 46.1727072),108,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
18700,34276,Totowa,New Jersey,United States,North America,Mideast,Americas,Northern America,POINT (-74.2098679 40.9050988),10804,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
18701,34516,Trumbull,Texas,United States,North America,Southwest,Americas,Northern America,POINT (-96.6655483 32.4904166),0,2013-01-01T00:00:00.000Z,2013-01-01T00:02:00.000Z,1
50874,27135,Pitts,Georgia,United States,North America,Southeast,Americas,Northern America,POINT (-83.5407214 31.9446209),320,2013-01-01T00:02:00.000Z,9999-12-31T23:59:59.999Z,1
51134,5293,Carbon,Texas,United States,North America,Southwest,Americas,Northern America,POINT (-98.8286719 32.2706904),272,2013-01-01T00:02:00.000Z,2013-07-01T16:00:00.000Z,1
51135,5320,Carey,Texas,United States,North America,Southwest,Americas,Northern America,POINT (-100.325673 34.4711726),0,2013-01-01T00:02:00.000Z,2013-07-01T16:00:00.000Z,1
51136,5322,Cargray,Texas,United States,North America,Southwest,Americas,Northern America,POINT (-101.1754354 35.5167118),0,2013-01-01T00:02:00.000Z,2013-07-01T16:00:00.000Z,1
51137,5352,Carlos,Texas,United States,North America,Southwest,Americas,Northern America,POINT (-96.0780116 30.5946437),0,2013-01-01T00:02:00.000Z,2013-07-01T16:00:00.000Z,1
51138,5354,Carl's Corner,Texas,United States,North America,Southwest,Americas,Northern America,POINT (-97.0525592 32.0842184),173,2013-01-01T00:02:00.000Z,2013-07-01T16:00:00.000Z,1
51139,5355,Carlsbad,Texas,United States,North America,Southwest,Americas,Northern America,POINT (-100.6434342 31.6054321),719,2013-01-01T00:02:00.000Z,2013-07-01T16:00:00.000Z,1
51140,5362,Carlton,Texas,United States,North America,Southwest,Americas,Northern America,POINT (-98.171982 31.9182042),0,2013-01-01T00:02:00.000Z,2013-07-01T16:00:00.000Z,1
51141,5390,Carmine,Texas,United States,North America,Southwest,Americas,Northern America,POINT (-96.6860862 30.1493838),250,2013-01-01T00:02:00.000Z,2013-07-01T16:00:00.000Z,1
51142,5441,Carrizo Springs,Texas,United States,North America,Southwest,Americas,Northern America,POINT (-99.8606107 28.5219292),5368,2013-01-01T00:02:00.000Z,2013-07-01T16:00:00.000Z,1
51143,5459,Carrollton,Texas,United States,North America,Southwest,Americas,Northern America,POINT (-96.8902816 32.9537349),119097,2013-01-01T00:02:00.000Z,2013-07-01T16:00:00.000Z,1
51144,5475,Carta Valley,Texas,United States,North America,Southwest,Americas,Northern America,POINT (-100.6748151 29.7935494),0,2013-01-01T00:02:00.000Z,2013-07-01T16:00:00.000Z,1
51145,5497,Carthage,Texas,United States,North America,Southwest,Americas,Northern America,POINT (-94.3374199 32.1573841),6779,2013-01-01T00:02:00.000Z,2013-07-01T16:00:00.000Z,1
51146,5527,Casa Piedra,Texas,United States,North America,Southwest,Americas,Northern America,POINT (-104.0540851 29.7385099),0,2013-01-01T00:02:00.000Z,2013-07-01T16:00:00.000Z,1
51147,5546,Cash,Texas,United States,North America,Southwest,Americas,Northern America,POINT (-96.1080288 32.9945631),0,2013-01-01T00:02:00.000Z,2013-07-01T16:00:00.000Z,1
51148,5551,Cashion Community,Texas,United States,North America,Southwest,Americas,Northern America,POINT (-98.5000546 34.0356505),348,2013-01-01T00:02:00.000Z,2013-07-01T16:00:00.000Z,1
51149,5559,Cason,Texas,United States,North America,Southwest,Americas,Northern America,POINT (-94.8149313 33.038736),0,2013-01-01T00:02:00.000Z,2013-07-01T16:00:00.000Z,1
51150,5603,Castle Hills,Texas,United States,North America,Southwest,Americas,Northern America,POINT (-98.5164071 29.5232851),4116,2013-01-01T00:02:00.000Z,2013-07-01T16:00:00.000Z,1
51151,5620,Castolon,Texas,United States,North America,Southwest,Americas,Northern America,POINT (-103.5143474 29.133258),0,2013-01-01T00:02:00.000Z,2013-07-01T16:00:00.000Z,1
51152,5621,Castor,Texas,United States,North America,Southwest,Americas,Northern America,POINT (-98.5103182 31.3690532),0,2013-01-01T00:02:00.000Z,2013-07-01T16:00:00.000Z,1
51153,5626,Castroville,Texas,United States,North America,Southwest,Americas,Northern America,POINT (-98.8786387 29.3557903),2680,2013-01-01T00:02:00.000Z,2013-07-01T16:00:00.000Z,1
51154,5629,Cat Spring,Texas,United States,North America,Southwest,Americas,Northern America,POINT (-96.3257991 29.8455074),0,2013-01-01T00:02:00.000Z,2013-07-01T16:00:00.000Z,1
51155,5636,Catarina,Texas,United States,North America,Southwest,Americas,Northern America,POINT (-99.6133788 28.3455475),118,2013-01-01T00:02:00.000Z,2013-07-01T16:00:00.000Z,1
51156,5702,Cayuga,Texas,United States,North America,Southwest,Americas,Northern America,POINT (-95.9746871 31.9571066),0,2013-01-01T00:02:00.000Z,2013-07-01T16:00:00.000Z,1
51157,5737,Cedar Creek,Texas,United States,North America,Southwest,Americas,Northern America,POINT (-97.5008303 30.0871611),0,2013-01-01T00:02:00.000Z,2013-07-01T16:00:00.000Z,1
51158,5755,Cedar Hill,Texas,United States,North America,Southwest,Americas,Northern America,POINT (-96.9561152 32.5884689),45028,2013-01-01T00:02:00.000Z,2013-07-01T16:00:00.000Z,1
51159,5764,Cedar Lake,Texas,United States,North America,Southwest,Americas,Northern America,POINT (-95.6368955 28.9010869),0,2013-01-01T00:02:00.000Z,2013-07-01T16:00:00.000Z,1
51160,5769,Cedar Park,Texas,United States,North America,Southwest,Americas,Northern America,POINT (-97.8202888 30.505198),48937,2013-01-01T00:02:00.000Z,2013-07-01T16:00:00.000Z,1
51161,5770,Cedar Point,Texas,United States,North America,Southwest,Americas,Northern America,POINT (-95.0749094 30.7975351),630,2013-01-01T00:02:00.000Z,2013-07-01T16:00:00.000Z,1
