StockItemKey,WWIStockItemID,StockItem,Color,SellingPackage,BuyingPackage,Brand,Size,LeadTimeDays,QuantityPerOuter,IsChillerStock,Barcode,TaxRate,UnitPrice,RecommendedRetailPrice,TypicalWeightPerUnit,Photo,ValidFrom,ValidTo,LineageKey
347,165,10 mm Anti static bubble wrap (Blue) 10m,Blue,Each,Each,N/A,10m,14,10,false,N/A,14.000,26.00,38.87,5.000,,2016-05-31T23:00:00.000Z,2016-05-31T23:12:00.000Z,5
348,164,32 mm Double sided bubble wrap 50m,N/A,Each,Each,N/A,50m,14,10,false,N/A,14.000,112.00,167.44,10.000,,2016-05-31T23:00:00.000Z,2016-05-31T23:12:00.000Z,5
349,163,32 mm Double sided bubble wrap 20m,N/A,Each,Each,N/A,20m,14,10,false,N/A,14.000,37.00,55.32,6.000,,2016-05-31T23:00:00.000Z,2016-05-31T23:12:00.000Z,5
350,162,32 mm Double sided bubble wrap 10m,N/A,Each,Each,N/A,10m,14,10,false,N/A,14.000,22.00,32.89,5.000,,2016-05-31T23:00:00.000Z,2016-05-31T23:12:00.000Z,5
567,34,Developer joke mug - fun was unexpected at this time (White),White,Each,Each,N/A,N/A,12,1,false,N/A,12.000,13.00,19.44,0.150,,2016-05-31T23:10:00.000Z,9999-12-31T23:59:59.999Z,5
568,35,Developer joke mug - fun was unexpected at this time (Black),Black,Each,Each,N/A,N/A,12,1,false,N/A,12.000,13.00,19.44,0.150,,2016-05-31T23:10:00.000Z,9999-12-31T23:59:59.999Z,5
569,36,Developer joke mug - when your hammer is C++ (White),White,Each,Each,N/A,N/A,12,1,false,N/A,12.000,13.00,19.44,0.150,,2016-05-31T23:10:00.000Z,9999-12-31T23:59:59.999Z,5
570,37,Developer joke mug - when your hammer is C++ (Black),Black,Each,Each,N/A,N/A,12,1,false,N/A,12.000,13.00,19.44,0.150,,2016-05-31T23:10:00.000Z,9999-12-31T23:59:59.999Z,5
571,38,Developer joke mug - inheritance is the OO way to become wealthy (White),White,Each,Each,N/A,N/A,12,1,false,N/A,12.000,13.00,19.44,0.150,,2016-05-31T23:10:00.000Z,9999-12-31T23:59:59.999Z,5
572,39,Developer joke mug - inheritance is the OO way to become wealthy (Black),Black,Each,Each,N/A,N/A,12,1,false,N/A,12.000,13.00,19.44,0.150,,2016-05-31T23:10:00.000Z,9999-12-31T23:59:59.999Z,5
573,40,"Developer joke mug - (hip, hip, array) (White)",White,Each,Each,N/A,N/A,12,1,false,N/A,12.000,13.00,19.44,0.150,,2016-05-31T23:10:00.000Z,9999-12-31T23:59:59.999Z,5
574,41,"Developer joke mug - (hip, hip, array) (Black)",Black,Each,Each,N/A,N/A,12,1,false,N/A,12.000,13.00,19.44,0.150,,2016-05-31T23:10:00.000Z,9999-12-31T23:59:59.999Z,5
575,42,Developer joke mug - understanding recursion requires understanding recursion (White),White,Each,Each,N/A,N/A,12,1,false,N/A,12.000,13.00,19.44,0.150,,2016-05-31T23:10:00.000Z,9999-12-31T23:59:59.999Z,5
576,43,Developer joke mug - understanding recursion requires understanding recursion (Black),Black,Each,Each,N/A,N/A,12,1,false,N/A,12.000,13.00,19.44,0.150,,2016-05-31T23:10:00.000Z,9999-12-31T23:59:59.999Z,5
577,44,Developer joke mug - there are 10 types of people in the world (White),White,Each,Each,N/A,N/A,12,1,false,N/A,12.000,13.00,19.44,0.150,,2016-05-31T23:10:00.000Z,9999-12-31T23:59:59.999Z,5
578,45,Developer joke mug - there are 10 types of people in the world (Black),Black,Each,Each,N/A,N/A,12,1,false,N/A,12.000,13.00,19.44,0.150,,2016-05-31T23:10:00.000Z,9999-12-31T23:59:59.999Z,5
579,46,Developer joke mug - a foo walks into a bar (White),White,Each,Each,N/A,N/A,12,1,false,N/A,12.000,13.00,19.44,0.150,,2016-05-31T23:10:00.000Z,9999-12-31T23:59:59.999Z,5
580,47,Developer joke mug - a foo walks into a bar (Black),Black,Each,Each,N/A,N/A,12,1,false,N/A,12.000,13.00,19.44,0.150,,2016-05-31T23:10:00.000Z,9999-12-31T23:59:59.999Z,5
581,48,Developer joke mug - this code was generated by a tool (White),White,Each,Each,N/A,N/A,12,1,false,N/A,12.000,13.00,19.44,0.150,,2016-05-31T23:10:00.000Z,9999-12-31T23:59:59.999Z,5
582,49,Developer joke mug - this code was generated by a tool (Black),Black,Each,Each,N/A,N/A,12,1,false,N/A,12.000,13.00,19.44,0.150,,2016-05-31T23:10:00.000Z,9999-12-31T23:59:59.999Z,5
583,50,Developer joke mug - old C developers never die (White),White,Each,Each,N/A,N/A,12,1,false,N/A,12.000,13.00,19.44,0.150,,2016-05-31T23:10:00.000Z,9999-12-31T23:59:59.999Z,5
584,51,Developer joke mug - old C developers never die (Black),Black,Each,Each,N/A,N/A,12,1,false,N/A,12.000,13.00,19.44,0.150,,2016-05-31T23:10:00.000Z,9999-12-31T23:59:59.999Z,5
585,52,IT joke mug - keyboard not found … press F1 to continue (White),White,Each,Each,N/A,N/A,12,1,false,N/A,12.000,13.00,19.44,0.150,,2016-05-31T23:10:00.000Z,9999-12-31T23:59:59.999Z,5
586,53,IT joke mug - keyboard not found … press F1 to continue (Black),Black,Each,Each,N/A,N/A,12,1,false,N/A,12.000,13.00,19.44,0.150,,2016-05-31T23:10:00.000Z,9999-12-31T23:59:59.999Z,5
587,54,IT joke mug - that behavior is by design (White),White,Each,Each,N/A,N/A,12,1,false,N/A,12.000,13.00,19.44,0.150,,2016-05-31T23:10:00.000Z,9999-12-31T23:59:59.999Z,5
588,55,IT joke mug - that behavior is by design (Black),Black,Each,Each,N/A,N/A,12,1,false,N/A,12.000,13.00,19.44,0.150,,2016-05-31T23:10:00.000Z,9999-12-31T23:59:59.999Z,5
589,56,IT joke mug - hardware: part of the computer that can be kicked (White),White,Each,Each,N/A,N/A,12,1,false,N/A,12.000,13.00,19.44,0.150,,2016-05-31T23:10:00.000Z,9999-12-31T23:59:59.999Z,5
590,57,IT joke mug - hardware: part of the computer that can be kicked (Black),Black,Each,Each,N/A,N/A,12,1,false,N/A,12.000,13.00,19.44,0.150,,2016-05-31T23:10:00.000Z,9999-12-31T23:59:59.999Z,5
591,4,USB food flash drive - sushi roll,N/A,Each,Each,N/A,N/A,14,1,false,N/A,14.000,32.00,47.84,0.050,,2016-05-31T23:11:00.000Z,9999-12-31T23:59:59.999Z,5
592,5,USB food flash drive - hamburger,N/A,Each,Each,N/A,N/A,14,1,false,N/A,14.000,32.00,47.84,0.050,,2016-05-31T23:11:00.000Z,9999-12-31T23:59:59.999Z,5
593,6,USB food flash drive - hot dog,N/A,Each,Each,N/A,N/A,14,1,false,N/A,14.000,32.00,47.84,0.050,,2016-05-31T23:11:00.000Z,9999-12-31T23:59:59.999Z,5
