StockItemKey,WWIStockItemID,StockItem,Color,SellingPackage,BuyingPackage,Brand,Size,LeadTimeDays,QuantityPerOuter,IsChillerStock,Barcode,TaxRate,UnitPrice,RecommendedRetailPrice,TypicalWeightPerUnit,Photo,ValidFrom,ValidTo,LineageKey
596,9,USB food flash drive - banana,N/A,Each,Each,N/A,N/A,14,1,false,N/A,14.000,32.00,47.84,0.050,,2016-05-31T23:11:00.000Z,9999-12-31T23:59:59.999Z,5
597,10,USB food flash drive - chocolate bar,N/A,Each,Each,N/A,N/A,14,1,false,N/A,14.000,32.00,47.84,0.050,,2016-05-31T23:11:00.000Z,9999-12-31T23:59:59.999Z,5
598,11,USB food flash drive - cookie,N/A,Each,Each,N/A,N/A,14,1,false,N/A,14.000,32.00,47.84,0.050,,2016-05-31T23:11:00.000Z,9999-12-31T23:59:59.999Z,5
599,12,USB food flash drive - donut,N/A,Each,Each,N/A,N/A,14,1,false,N/A,14.000,32.00,47.84,0.050,,2016-05-31T23:11:00.000Z,9999-12-31T23:59:59.999Z,5
600,13,USB food flash drive - shrimp cocktail,N/A,Each,Each,N/A,N/A,14,1,false,N/A,14.000,32.00,47.84,0.050,,2016-05-31T23:11:00.000Z,9999-12-31T23:59:59.999Z,5
601,14,USB food flash drive - fortune cookie,N/A,Each,Each,N/A,N/A,14,1,false,N/A,14.000,32.00,47.84,0.050,,2016-05-31T23:11:00.000Z,9999-12-31T23:59:59.999Z,5
602,15,USB food flash drive - dessert 10 drive variety pack,N/A,Packet,Packet,N/A,N/A,14,1,false,N/A,14.000,240.00,358.80,0.500,,2016-05-31T23:11:00.000Z,9999-12-31T23:59:59.999Z,5
603,1,USB missile launcher (Green),N/A,Each,Each,N/A,N/A,14,1,false,N/A,14.000,25.00,37.38,0.300,,2016-05-31T23:11:00.000Z,9999-12-31T23:59:59.999Z,5
604,2,USB rocket launcher (Gray),Steel Gray,Each,Each,N/A,N/A,14,1,false,N/A,14.000,25.00,37.38,0.300,,2016-05-31T23:11:00.000Z,9999-12-31T23:59:59.999Z,5
605,153,Small sized bubblewrap roll 10m,N/A,Each,Each,N/A,10m,14,10,false,N/A,14.000,4.50,6.73,5.000,,2016-05-31T23:12:00.000Z,9999-12-31T23:59:59.999Z,5
606,154,Medium sized bubblewrap roll 20m,N/A,Each,Each,N/A,20m,14,10,false,N/A,14.000,20.00,29.90,6.000,,2016-05-31T23:12:00.000Z,9999-12-31T23:59:59.999Z,5
607,155,Large sized bubblewrap roll 50m,N/A,Each,Each,N/A,50m,14,10,false,N/A,14.000,24.00,35.88,10.000,,2016-05-31T23:12:00.000Z,9999-12-31T23:59:59.999Z,5
608,156,10 mm Double sided bubble wrap 10m,N/A,Each,Each,N/A,10m,14,10,false,N/A,14.000,15.00,22.43,5.000,,2016-05-31T23:12:00.000Z,9999-12-31T23:59:59.999Z,5
609,157,10 mm Double sided bubble wrap 20m,N/A,Each,Each,N/A,20m,14,10,false,N/A,14.000,30.00,44.85,6.000,,2016-05-31T23:12:00.000Z,9999-12-31T23:59:59.999Z,5
610,158,10 mm Double sided bubble wrap 50m,N/A,Each,Each,N/A,50m,14,10,false,N/A,14.000,105.00,156.98,10.000,,2016-05-31T23:12:00.000Z,9999-12-31T23:59:59.999Z,5
611,159,20 mm Double sided bubble wrap 10m,N/A,Each,Each,N/A,10m,14,10,false,N/A,14.000,18.00,26.91,5.000,,2016-05-31T23:12:00.000Z,9999-12-31T23:59:59.999Z,5
612,160,20 mm Double sided bubble wrap 20m,N/A,Each,Each,N/A,20m,14,10,false,N/A,14.000,33.00,49.34,6.000,,2016-05-31T23:12:00.000Z,9999-12-31T23:59:59.999Z,5
613,161,20 mm Double sided bubble wrap 50m,N/A,Each,Each,N/A,50m,14,10,false,N/A,14.000,108.00,161.46,10.000,,2016-05-31T23:12:00.000Z,9999-12-31T23:59:59.999Z,5
614,162,32 mm Double sided bubble wrap 10m,N/A,Each,Each,N/A,10m,14,10,false,N/A,14.000,22.00,32.89,5.000,,2016-05-31T23:12:00.000Z,9999-12-31T23:59:59.999Z,5
615,163,32 mm Double sided bubble wrap 20m,N/A,Each,Each,N/A,20m,14,10,false,N/A,14.000,37.00,55.32,6.000,,2016-05-31T23:12:00.000Z,9999-12-31T23:59:59.999Z,5
616,164,32 mm Double sided bubble wrap 50m,N/A,Each,Each,N/A,50m,14,10,false,N/A,14.000,112.00,167.44,10.000,,2016-05-31T23:12:00.000Z,9999-12-31T23:59:59.999Z,5
617,165,10 mm Anti static bubble wrap (Blue) 10m,Blue,Each,Each,N/A,10m,14,10,false,N/A,14.000,26.00,38.87,5.000,,2016-05-31T23:12:00.000Z,9999-12-31T23:59:59.999Z,5
618,166,10 mm Anti static bubble wrap (Blue) 20m,Blue,Each,Each,N/A,20m,14,10,false,N/A,14.000,42.00,62.79,6.000,,2016-05-31T23:12:00.000Z,9999-12-31T23:59:59.999Z,5
619,167,10 mm Anti static bubble wrap (Blue) 50m,Blue,Each,Each,N/A,50m,14,10,false,N/A,14.000,99.00,148.01,10.000,,2016-05-31T23:12:00.000Z,9999-12-31T23:59:59.999Z,5
620,168,20 mm Anti static bubble wrap (Blue) 10m,Blue,Each,Each,N/A,10m,14,10,false,N/A,14.000,29.00,43.36,5.000,,2016-05-31T23:12:00.000Z,9999-12-31T23:59:59.999Z,5
