Date,DayNumber,Day,Month,ShortMonth,CalendarMonthNumber,CalendarMonthLabel,CalendarYear,CalendarYearLabel,FiscalMonthNumber,FiscalMonthLabel,FiscalYear,FiscalYearLabel,ISOWeekNumber
2012-03-06T00:00:00.000Z,6,6,March,Mar,3,CY2012-Mar,2012,CY2012,5,FY2012-Mar,2012,FY2012,10
2012-03-07T00:00:00.000Z,7,7,March,Mar,3,CY2012-Mar,2012,CY2012,5,FY2012-Mar,2012,FY2012,10
2012-03-08T00:00:00.000Z,8,8,March,Mar,3,CY2012-Mar,2012,CY2012,5,FY2012-Mar,2012,FY2012,10
2012-03-09T00:00:00.000Z,9,9,March,Mar,3,CY2012-Mar,2012,CY2012,5,FY2012-Mar,2012,FY2012,10
2012-03-10T00:00:00.000Z,10,10,March,Mar,3,CY2012-Mar,2012,CY2012,5,FY2012-Mar,2012,FY2012,10
2012-04-01T00:00:00.000Z,1,1,April,Apr,4,CY2012-Apr,2012,CY2012,6,FY2012-Apr,2012,FY2012,13
2012-04-02T00:00:00.000Z,2,2,April,Apr,4,CY2012-Apr,2012,CY2012,6,FY2012-Apr,2012,FY2012,14
2012-04-03T00:00:00.000Z,3,3,April,Apr,4,CY2012-Apr,2012,CY2012,6,FY2012-Apr,2012,FY2012,14
2012-04-04T00:00:00.000Z,4,4,April,Apr,4,CY2012-Apr,2012,CY2012,6,FY2012-Apr,2012,FY2012,14
2012-04-05T00:00:00.000Z,5,5,April,Apr,4,CY2012-Apr,2012,CY2012,6,FY2012-Apr,2012,FY2012,14
2012-04-06T00:00:00.000Z,6,6,April,Apr,4,CY2012-Apr,2012,CY2012,6,FY2012-Apr,2012,FY2012,14
2012-04-07T00:00:00.000Z,7,7,April,Apr,4,CY2012-Apr,2012,CY2012,6,FY2012-Apr,2012,FY2012,14
2012-04-08T00:00:00.000Z,8,8,April,Apr,4,CY2012-Apr,2012,CY2012,6,FY2012-Apr,2012,FY2012,14
2012-04-09T00:00:00.000Z,9,9,April,Apr,4,CY2012-Apr,2012,CY2012,6,FY2012-Apr,2012,FY2012,15
2012-04-10T00:00:00.000Z,10,10,April,Apr,4,CY2012-Apr,2012,CY2012,6,FY2012-Apr,2012,FY2012,15
2012-05-01T00:00:00.000Z,1,1,May,May,5,CY2012-May,2012,CY2012,7,FY2012-May,2012,FY2012,18
2012-05-02T00:00:00.000Z,2,2,May,May,5,CY2012-May,2012,CY2012,7,FY2012-May,2012,FY2012,18
2012-05-03T00:00:00.000Z,3,3,May,May,5,CY2012-May,2012,CY2012,7,FY2012-May,2012,FY2012,18
2012-05-04T00:00:00.000Z,4,4,May,May,5,CY2012-May,2012,CY2012,7,FY2012-May,2012,FY2012,18
2012-05-05T00:00:00.000Z,5,5,May,May,5,CY2012-May,2012,CY2012,7,FY2012-May,2012,FY2012,18
2012-05-06T00:00:00.000Z,6,6,May,May,5,CY2012-May,2012,CY2012,7,FY2012-May,2012,FY2012,18
2012-05-07T00:00:00.000Z,7,7,May,May,5,CY2012-May,2012,CY2012,7,FY2012-May,2012,FY2012,19
2012-05-08T00:00:00.000Z,8,8,May,May,5,CY2012-May,2012,CY2012,7,FY2012-May,2012,FY2012,19
2012-05-09T00:00:00.000Z,9,9,May,May,5,CY2012-May,2012,CY2012,7,FY2012-May,2012,FY2012,19
2012-05-10T00:00:00.000Z,10,10,May,May,5,CY2012-May,2012,CY2012,7,FY2012-May,2012,FY2012,19
2012-06-01T00:00:00.000Z,1,1,June,Jun,6,CY2012-Jun,2012,CY2012,8,FY2012-Jun,2012,FY2012,22
2012-06-02T00:00:00.000Z,2,2,June,Jun,6,CY2012-Jun,2012,CY2012,8,FY2012-Jun,2012,FY2012,22
2012-06-03T00:00:00.000Z,3,3,June,Jun,6,CY2012-Jun,2012,CY2012,8,FY2012-Jun,2012,FY2012,22
2012-06-04T00:00:00.000Z,4,4,June,Jun,6,CY2012-Jun,2012,CY2012,8,FY2012-Jun,2012,FY2012,23
2012-06-05T00:00:00.000Z,5,5,June,Jun,6,CY2012-Jun,2012,CY2012,8,FY2012-Jun,2012,FY2012,23
2012-06-06T00:00:00.000Z,6,6,June,Jun,6,CY2012-Jun,2012,CY2012,8,FY2012-Jun,2012,FY2012,23
2012-06-07T00:00:00.000Z,7,7,June,Jun,6,CY2012-Jun,2012,CY2012,8,FY2012-Jun,2012,FY2012,23
2012-06-08T00:00:00.000Z,8,8,June,Jun,6,CY2012-Jun,2012,CY2012,8,FY2012-Jun,2012,FY2012,23
2012-06-09T00:00:00.000Z,9,9,June,Jun,6,CY2012-Jun,2012,CY2012,8,FY2012-Jun,2012,FY2012,23
2012-06-10T00:00:00.000Z,10,10,June,Jun,6,CY2012-Jun,2012,CY2012,8,FY2012-Jun,2012,FY2012,23
2012-07-01T00:00:00.000Z,1,1,July,Jul,7,CY2012-Jul,2012,CY2012,9,FY2012-Jul,2012,FY2012,26
2012-07-02T00:00:00.000Z,2,2,July,Jul,7,CY2012-Jul,2012,CY2012,9,FY2012-Jul,2012,FY2012,27
2012-07-03T00:00:00.000Z,3,3,July,Jul,7,CY2012-Jul,2012,CY2012,9,FY2012-Jul,2012,FY2012,27
2012-07-04T00:00:00.000Z,4,4,July,Jul,7,CY2012-Jul,2012,CY2012,9,FY2012-Jul,2012,FY2012,27
2012-07-05T00:00:00.000Z,5,5,July,Jul,7,CY2012-Jul,2012,CY2012,9,FY2012-Jul,2012,FY2012,27
2012-07-06T00:00:00.000Z,6,6,July,Jul,7,CY2012-Jul,2012,CY2012,9,FY2012-Jul,2012,FY2012,27
2012-07-07T00:00:00.000Z,7,7,July,Jul,7,CY2012-Jul,2012,CY2012,9,FY2012-Jul,2012,FY2012,27
2012-07-08T00:00:00.000Z,8,8,July,Jul,7,CY2012-Jul,2012,CY2012,9,FY2012-Jul,2012,FY2012,27
2012-07-09T00:00:00.000Z,9,9,July,Jul,7,CY2012-Jul,2012,CY2012,9,FY2012-Jul,2012,FY2012,28
2012-07-10T00:00:00.000Z,10,10,July,Jul,7,CY2012-Jul,2012,CY2012,9,FY2012-Jul,2012,FY2012,28
2012-08-01T00:00:00.000Z,1,1,August,Aug,8,CY2012-Aug,2012,CY2012,10,FY2012-Aug,2012,FY2012,31
2012-08-02T00:00:00.000Z,2,2,August,Aug,8,CY2012-Aug,2012,CY2012,10,FY2012-Aug,2012,FY2012,31
2012-08-03T00:00:00.000Z,3,3,August,Aug,8,CY2012-Aug,2012,CY2012,10,FY2012-Aug,2012,FY2012,31
2012-08-04T00:00:00.000Z,4,4,August,Aug,8,CY2012-Aug,2012,CY2012,10,FY2012-Aug,2012,FY2012,31
2012-08-05T00:00:00.000Z,5,5,August,Aug,8,CY2012-Aug,2012,CY2012,10,FY2012-Aug,2012,FY2012,31
2012-08-06T00:00:00.000Z,6,6,August,Aug,8,CY2012-Aug,2012,CY2012,10,FY2012-Aug,2012,FY2012,32
2012-08-07T00:00:00.000Z,7,7,August,Aug,8,CY2012-Aug,2012,CY2012,10,FY2012-Aug,2012,FY2012,32
2012-08-08T00:00:00.000Z,8,8,August,Aug,8,CY2012-Aug,2012,CY2012,10,FY2012-Aug,2012,FY2012,32
2012-08-09T00:00:00.000Z,9,9,August,Aug,8,CY2012-Aug,2012,CY2012,10,FY2012-Aug,2012,FY2012,32
2012-08-10T00:00:00.000Z,10,10,August,Aug,8,CY2012-Aug,2012,CY2012,10,FY2012-Aug,2012,FY2012,32
2012-09-01T00:00:00.000Z,1,1,September,Sep,9,CY2012-Sep,2012,CY2012,11,FY2012-Sep,2012,FY2012,35
2012-09-02T00:00:00.000Z,2,2,September,Sep,9,CY2012-Sep,2012,CY2012,11,FY2012-Sep,2012,FY2012,35
2012-09-03T00:00:00.000Z,3,3,September,Sep,9,CY2012-Sep,2012,CY2012,11,FY2012-Sep,2012,FY2012,36
2012-09-04T00:00:00.000Z,4,4,September,Sep,9,CY2012-Sep,2012,CY2012,11,FY2012-Sep,2012,FY2012,36
2012-09-05T00:00:00.000Z,5,5,September,Sep,9,CY2012-Sep,2012,CY2012,11,FY2012-Sep,2012,FY2012,36
2012-09-06T00:00:00.000Z,6,6,September,Sep,9,CY2012-Sep,2012,CY2012,11,FY2012-Sep,2012,FY2012,36
2012-09-07T00:00:00.000Z,7,7,September,Sep,9,CY2012-Sep,2012,CY2012,11,FY2012-Sep,2012,FY2012,36
2012-09-08T00:00:00.000Z,8,8,September,Sep,9,CY2012-Sep,2012,CY2012,11,FY2012-Sep,2012,FY2012,36
2012-09-09T00:00:00.000Z,9,9,September,Sep,9,CY2012-Sep,2012,CY2012,11,FY2012-Sep,2012,FY2012,36
2012-09-10T00:00:00.000Z,10,10,September,Sep,9,CY2012-Sep,2012,CY2012,11,FY2012-Sep,2012,FY2012,37
2012-10-01T00:00:00.000Z,1,1,October,Oct,10,CY2012-Oct,2012,CY2012,12,FY2012-Oct,2012,FY2012,40
2012-10-02T00:00:00.000Z,2,2,October,Oct,10,CY2012-Oct,2012,CY2012,12,FY2012-Oct,2012,FY2012,40
2012-10-03T00:00:00.000Z,3,3,October,Oct,10,CY2012-Oct,2012,CY2012,12,FY2012-Oct,2012,FY2012,40
2012-10-04T00:00:00.000Z,4,4,October,Oct,10,CY2012-Oct,2012,CY2012,12,FY2012-Oct,2012,FY2012,40
2012-10-05T00:00:00.000Z,5,5,October,Oct,10,CY2012-Oct,2012,CY2012,12,FY2012-Oct,2012,FY2012,40
2012-10-06T00:00:00.000Z,6,6,October,Oct,10,CY2012-Oct,2012,CY2012,12,FY2012-Oct,2012,FY2012,40
2012-10-07T00:00:00.000Z,7,7,October,Oct,10,CY2012-Oct,2012,CY2012,12,FY2012-Oct,2012,FY2012,40
2012-10-08T00:00:00.000Z,8,8,October,Oct,10,CY2012-Oct,2012,CY2012,12,FY2012-Oct,2012,FY2012,41
2012-10-09T00:00:00.000Z,9,9,October,Oct,10,CY2012-Oct,2012,CY2012,12,FY2012-Oct,2012,FY2012,41
2012-10-10T00:00:00.000Z,10,10,October,Oct,10,CY2012-Oct,2012,CY2012,12,FY2012-Oct,2012,FY2012,41
2012-11-01T00:00:00.000Z,1,1,November,Nov,11,CY2012-Nov,2012,CY2012,1,FY2013-Nov,2013,FY2013,44
2012-11-02T00:00:00.000Z,2,2,November,Nov,11,CY2012-Nov,2012,CY2012,1,FY2013-Nov,2013,FY2013,44
2012-11-03T00:00:00.000Z,3,3,November,Nov,11,CY2012-Nov,2012,CY2012,1,FY2013-Nov,2013,FY2013,44
2012-11-04T00:00:00.000Z,4,4,November,Nov,11,CY2012-Nov,2012,CY2012,1,FY2013-Nov,2013,FY2013,44
2012-11-05T00:00:00.000Z,5,5,November,Nov,11,CY2012-Nov,2012,CY2012,1,FY2013-Nov,2013,FY2013,45
2012-11-06T00:00:00.000Z,6,6,November,Nov,11,CY2012-Nov,2012,CY2012,1,FY2013-Nov,2013,FY2013,45
2012-11-07T00:00:00.000Z,7,7,November,Nov,11,CY2012-Nov,2012,CY2012,1,FY2013-Nov,2013,FY2013,45
2012-11-08T00:00:00.000Z,8,8,November,Nov,11,CY2012-Nov,2012,CY2012,1,FY2013-Nov,2013,FY2013,45
2012-11-09T00:00:00.000Z,9,9,November,Nov,11,CY2012-Nov,2012,CY2012,1,FY2013-Nov,2013,FY2013,45
2012-12-01T00:00:00.000Z,1,1,December,Dec,12,CY2012-Dec,2012,CY2012,2,FY2013-Dec,2013,FY2013,48
2012-12-02T00:00:00.000Z,2,2,December,Dec,12,CY2012-Dec,2012,CY2012,2,FY2013-Dec,2013,FY2013,48
2012-12-03T00:00:00.000Z,3,3,December,Dec,12,CY2012-Dec,2012,CY2012,2,FY2013-Dec,2013,FY2013,49
2012-12-04T00:00:00.000Z,4,4,December,Dec,12,CY2012-Dec,2012,CY2012,2,FY2013-Dec,2013,FY2013,49
2012-12-05T00:00:00.000Z,5,5,December,Dec,12,CY2012-Dec,2012,CY2012,2,FY2013-Dec,2013,FY2013,49
2012-12-06T00:00:00.000Z,6,6,December,Dec,12,CY2012-Dec,2012,CY2012,2,FY2013-Dec,2013,FY2013,49
2012-12-07T00:00:00.000Z,7,7,December,Dec,12,CY2012-Dec,2012,CY2012,2,FY2013-Dec,2013,FY2013,49
2012-12-08T00:00:00.000Z,8,8,December,Dec,12,CY2012-Dec,2012,CY2012,2,FY2013-Dec,2013,FY2013,49
2012-12-09T00:00:00.000Z,9,9,December,Dec,12,CY2012-Dec,2012,CY2012,2,FY2013-Dec,2013,FY2013,49
2001-01-01T00:00:00.000Z,1,1,January,Jan,1,CY2001-Jan,2001,CY2001,3,FY2001-Jan,2001,FY2001,1
2001-01-02T00:00:00.000Z,2,2,January,Jan,1,CY2001-Jan,2001,CY2001,3,FY2001-Jan,2001,FY2001,1
2001-01-03T00:00:00.000Z,3,3,January,Jan,1,CY2001-Jan,2001,CY2001,3,FY2001-Jan,2001,FY2001,1
2001-01-04T00:00:00.000Z,4,4,January,Jan,1,CY2001-Jan,2001,CY2001,3,FY2001-Jan,2001,FY2001,1
2001-01-05T00:00:00.000Z,5,5,January,Jan,1,CY2001-Jan,2001,CY2001,3,FY2001-Jan,2001,FY2001,1
2001-01-06T00:00:00.000Z,6,6,January,Jan,1,CY2001-Jan,2001,CY2001,3,FY2001-Jan,2001,FY2001,1
2001-01-07T00:00:00.000Z,7,7,January,Jan,1,CY2001-Jan,2001,CY2001,3,FY2001-Jan,2001,FY2001,1
2001-01-08T00:00:00.000Z,8,8,January,Jan,1,CY2001-Jan,2001,CY2001,3,FY2001-Jan,2001,FY2001,2
2001-01-09T00:00:00.000Z,9,9,January,Jan,1,CY2001-Jan,2001,CY2001,3,FY2001-Jan,2001,FY2001,2
2001-01-10T00:00:00.000Z,10,10,January,Jan,1,CY2001-Jan,2001,CY2001,3,FY2001-Jan,2001,FY2001,2
2001-02-01T00:00:00.000Z,1,1,February,Feb,2,CY2001-Feb,2001,CY2001,4,FY2001-Feb,2001,FY2001,5
2001-02-02T00:00:00.000Z,2,2,February,Feb,2,CY2001-Feb,2001,CY2001,4,FY2001-Feb,2001,FY2001,5
2001-02-03T00:00:00.000Z,3,3,February,Feb,2,CY2001-Feb,2001,CY2001,4,FY2001-Feb,2001,FY2001,5
2001-02-04T00:00:00.000Z,4,4,February,Feb,2,CY2001-Feb,2001,CY2001,4,FY2001-Feb,2001,FY2001,5
2001-02-05T00:00:00.000Z,5,5,February,Feb,2,CY2001-Feb,2001,CY2001,4,FY2001-Feb,2001,FY2001,6
2001-02-06T00:00:00.000Z,6,6,February,Feb,2,CY2001-Feb,2001,CY2001,4,FY2001-Feb,2001,FY2001,6
2001-02-07T00:00:00.000Z,7,7,February,Feb,2,CY2001-Feb,2001,CY2001,4,FY2001-Feb,2001,FY2001,6
2001-02-08T00:00:00.000Z,8,8,February,Feb,2,CY2001-Feb,2001,CY2001,4,FY2001-Feb,2001,FY2001,6
2001-02-09T00:00:00.000Z,9,9,February,Feb,2,CY2001-Feb,2001,CY2001,4,FY2001-Feb,2001,FY2001,6
2001-02-10T00:00:00.000Z,10,10,February,Feb,2,CY2001-Feb,2001,CY2001,4,FY2001-Feb,2001,FY2001,6
2001-03-01T00:00:00.000Z,1,1,March,Mar,3,CY2001-Mar,2001,CY2001,5,FY2001-Mar,2001,FY2001,9
2001-03-02T00:00:00.000Z,2,2,March,Mar,3,CY2001-Mar,2001,CY2001,5,FY2001-Mar,2001,FY2001,9
2001-03-03T00:00:00.000Z,3,3,March,Mar,3,CY2001-Mar,2001,CY2001,5,FY2001-Mar,2001,FY2001,9
2001-03-04T00:00:00.000Z,4,4,March,Mar,3,CY2001-Mar,2001,CY2001,5,FY2001-Mar,2001,FY2001,9
2001-03-05T00:00:00.000Z,5,5,March,Mar,3,CY2001-Mar,2001,CY2001,5,FY2001-Mar,2001,FY2001,10
2001-03-06T00:00:00.000Z,6,6,March,Mar,3,CY2001-Mar,2001,CY2001,5,FY2001-Mar,2001,FY2001,10
2001-03-07T00:00:00.000Z,7,7,March,Mar,3,CY2001-Mar,2001,CY2001,5,FY2001-Mar,2001,FY2001,10
2001-03-08T00:00:00.000Z,8,8,March,Mar,3,CY2001-Mar,2001,CY2001,5,FY2001-Mar,2001,FY2001,10
2001-03-09T00:00:00.000Z,9,9,March,Mar,3,CY2001-Mar,2001,CY2001,5,FY2001-Mar,2001,FY2001,10
2001-03-10T00:00:00.000Z,10,10,March,Mar,3,CY2001-Mar,2001,CY2001,5,FY2001-Mar,2001,FY2001,10
2001-04-01T00:00:00.000Z,1,1,April,Apr,4,CY2001-Apr,2001,CY2001,6,FY2001-Apr,2001,FY2001,13
2001-04-02T00:00:00.000Z,2,2,April,Apr,4,CY2001-Apr,2001,CY2001,6,FY2001-Apr,2001,FY2001,14
2001-04-03T00:00:00.000Z,3,3,April,Apr,4,CY2001-Apr,2001,CY2001,6,FY2001-Apr,2001,FY2001,14
2001-04-04T00:00:00.000Z,4,4,April,Apr,4,CY2001-Apr,2001,CY2001,6,FY2001-Apr,2001,FY2001,14
2001-04-05T00:00:00.000Z,5,5,April,Apr,4,CY2001-Apr,2001,CY2001,6,FY2001-Apr,2001,FY2001,14
2001-04-06T00:00:00.000Z,6,6,April,Apr,4,CY2001-Apr,2001,CY2001,6,FY2001-Apr,2001,FY2001,14
2001-04-07T00:00:00.000Z,7,7,April,Apr,4,CY2001-Apr,2001,CY2001,6,FY2001-Apr,2001,FY2001,14
2001-04-08T00:00:00.000Z,8,8,April,Apr,4,CY2001-Apr,2001,CY2001,6,FY2001-Apr,2001,FY2001,14
2001-04-09T00:00:00.000Z,9,9,April,Apr,4,CY2001-Apr,2001,CY2001,6,FY2001-Apr,2001,FY2001,15
2001-04-10T00:00:00.000Z,10,10,April,Apr,4,CY2001-Apr,2001,CY2001,6,FY2001-Apr,2001,FY2001,15
2001-05-01T00:00:00.000Z,1,1,May,May,5,CY2001-May,2001,CY2001,7,FY2001-May,2001,FY2001,18
2001-05-02T00:00:00.000Z,2,2,May,May,5,CY2001-May,2001,CY2001,7,FY2001-May,2001,FY2001,18
2001-05-03T00:00:00.000Z,3,3,May,May,5,CY2001-May,2001,CY2001,7,FY2001-May,2001,FY2001,18
2001-05-04T00:00:00.000Z,4,4,May,May,5,CY2001-May,2001,CY2001,7,FY2001-May,2001,FY2001,18
2001-05-05T00:00:00.000Z,5,5,May,May,5,CY2001-May,2001,CY2001,7,FY2001-May,2001,FY2001,18
2001-05-06T00:00:00.000Z,6,6,May,May,5,CY2001-May,2001,CY2001,7,FY2001-May,2001,FY2001,18
2001-05-07T00:00:00.000Z,7,7,May,May,5,CY2001-May,2001,CY2001,7,FY2001-May,2001,FY2001,19
2001-05-08T00:00:00.000Z,8,8,May,May,5,CY2001-May,2001,CY2001,7,FY2001-May,2001,FY2001,19
2001-05-09T00:00:00.000Z,9,9,May,May,5,CY2001-May,2001,CY2001,7,FY2001-May,2001,FY2001,19
2001-05-10T00:00:00.000Z,10,10,May,May,5,CY2001-May,2001,CY2001,7,FY2001-May,2001,FY2001,19
2001-06-01T00:00:00.000Z,1,1,June,Jun,6,CY2001-Jun,2001,CY2001,8,FY2001-Jun,2001,FY2001,22
2001-06-02T00:00:00.000Z,2,2,June,Jun,6,CY2001-Jun,2001,CY2001,8,FY2001-Jun,2001,FY2001,22
2001-06-03T00:00:00.000Z,3,3,June,Jun,6,CY2001-Jun,2001,CY2001,8,FY2001-Jun,2001,FY2001,22
2001-06-04T00:00:00.000Z,4,4,June,Jun,6,CY2001-Jun,2001,CY2001,8,FY2001-Jun,2001,FY2001,23
2001-06-05T00:00:00.000Z,5,5,June,Jun,6,CY2001-Jun,2001,CY2001,8,FY2001-Jun,2001,FY2001,23
2001-06-06T00:00:00.000Z,6,6,June,Jun,6,CY2001-Jun,2001,CY2001,8,FY2001-Jun,2001,FY2001,23
2001-06-07T00:00:00.000Z,7,7,June,Jun,6,CY2001-Jun,2001,CY2001,8,FY2001-Jun,2001,FY2001,23
2001-06-08T00:00:00.000Z,8,8,June,Jun,6,CY2001-Jun,2001,CY2001,8,FY2001-Jun,2001,FY2001,23
2001-06-09T00:00:00.000Z,9,9,June,Jun,6,CY2001-Jun,2001,CY2001,8,FY2001-Jun,2001,FY2001,23
2001-06-10T00:00:00.000Z,10,10,June,Jun,6,CY2001-Jun,2001,CY2001,8,FY2001-Jun,2001,FY2001,23
2001-07-01T00:00:00.000Z,1,1,July,Jul,7,CY2001-Jul,2001,CY2001,9,FY2001-Jul,2001,FY2001,26
2001-07-02T00:00:00.000Z,2,2,July,Jul,7,CY2001-Jul,2001,CY2001,9,FY2001-Jul,2001,FY2001,27
2001-07-03T00:00:00.000Z,3,3,July,Jul,7,CY2001-Jul,2001,CY2001,9,FY2001-Jul,2001,FY2001,27
2001-07-04T00:00:00.000Z,4,4,July,Jul,7,CY2001-Jul,2001,CY2001,9,FY2001-Jul,2001,FY2001,27
2001-07-05T00:00:00.000Z,5,5,July,Jul,7,CY2001-Jul,2001,CY2001,9,FY2001-Jul,2001,FY2001,27
2001-07-06T00:00:00.000Z,6,6,July,Jul,7,CY2001-Jul,2001,CY2001,9,FY2001-Jul,2001,FY2001,27
2001-07-07T00:00:00.000Z,7,7,July,Jul,7,CY2001-Jul,2001,CY2001,9,FY2001-Jul,2001,FY2001,27
