CustomerKey,WWICustomerID,Customer,BillToCustomer,Category,BuyingGroup,PrimaryContact,PostalCode,ValidFrom,ValidTo,LineageKey
88,88,"Tailspin Toys (Dracut, MA)",Tailspin Toys (Head Office),Novelty Shop,Tailspin Toys,Amarendra Ankitham,90519,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
89,89,"Tailspin Toys (Victory Gardens, NJ)",Tailspin Toys (Head Office),Novelty Shop,Tailspin Toys,Aakarsha Nookala,90461,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
90,90,"Tailspin Toys (Tolna, ND)",Tailspin Toys (Head Office),Novelty Shop,Tailspin Toys,Stanislav Sedlar,90089,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
91,91,"Tailspin Toys (Alstead, NH)",Tailspin Toys (Head Office),Novelty Shop,Tailspin Toys,GokCe Karaca,90073,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
92,92,"Tailspin Toys (Sans Souci, SC)",Tailspin Toys (Head Office),Novelty Shop,Tailspin Toys,Coralie Emond,90553,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
93,93,"Tailspin Toys (Clewiston, FL)",Tailspin Toys (Head Office),Novelty Shop,Tailspin Toys,Karina Celmina,90354,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
94,94,"Tailspin Toys (Cheyenne Wells, CO)",Tailspin Toys (Head Office),Novelty Shop,Tailspin Toys,Teresa Pisani,90449,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
95,95,"Tailspin Toys (Lavon, TX)",Tailspin Toys (Head Office),Novelty Shop,Tailspin Toys,Alba Ponce,90310,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
96,96,"Tailspin Toys (South La Paloma, TX)",Tailspin Toys (Head Office),Novelty Shop,Tailspin Toys,Piper Leigh,90792,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
97,97,"Tailspin Toys (Manchester Center, VT)",Tailspin Toys (Head Office),Novelty Shop,Tailspin Toys,Karie Seymour,90179,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
98,98,"Tailspin Toys (El Centro, CA)",Tailspin Toys (Head Office),Novelty Shop,Tailspin Toys,Timea Peto,90573,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
99,99,"Tailspin Toys (Guin, AL)",Tailspin Toys (Head Office),Novelty Shop,Tailspin Toys,Victoria Ene,90779,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
100,100,"Tailspin Toys (Tunnelhill, PA)",Tailspin Toys (Head Office),Novelty Shop,Tailspin Toys,Bhavani Bhowmick,90788,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
101,101,"Tailspin Toys (Cundiyo, NM)",Tailspin Toys (Head Office),Novelty Shop,Tailspin Toys,Yasmine Berggren,90515,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
102,102,"Tailspin Toys (Fieldbrook, CA)",Tailspin Toys (Head Office),Novelty Shop,Tailspin Toys,Tea Koppel,90205,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
103,103,"Tailspin Toys (Kalvesta, KS)",Tailspin Toys (Head Office),Novelty Shop,Tailspin Toys,Naseem Radan,90130,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
104,104,"Tailspin Toys (Wallagrass, ME)",Tailspin Toys (Head Office),Novelty Shop,Tailspin Toys,Laboni Deb,90579,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
105,105,"Tailspin Toys (Tomnolen, MS)",Tailspin Toys (Head Office),Novelty Shop,Tailspin Toys,Sung-Hwan Hwang,90400,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
106,106,"Tailspin Toys (Tumacacori, AZ)",Tailspin Toys (Head Office),Novelty Shop,Tailspin Toys,Shiva Pipalia,90662,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
107,107,"Tailspin Toys (Glen Avon, CA)",Tailspin Toys (Head Office),Novelty Shop,Tailspin Toys,Karie Mercier,90782,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
108,108,"Tailspin Toys (Bernie, MO)",Tailspin Toys (Head Office),Novelty Shop,Tailspin Toys,Bhanu Thota,90045,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
109,109,"Tailspin Toys (South Laguna, CA)",Tailspin Toys (Head Office),Novelty Shop,Tailspin Toys,Ae-Cha Joo,90247,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
110,110,"Tailspin Toys (North Crows Nest, IN)",Tailspin Toys (Head Office),Novelty Shop,Tailspin Toys,Dinara Saparkyzy,90792,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
111,111,"Tailspin Toys (Oriole Beach, FL)",Tailspin Toys (Head Office),Novelty Shop,Tailspin Toys,Adam Dvorak,90436,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
112,112,"Tailspin Toys (Sallyards, KS)",Tailspin Toys (Head Office),Novelty Shop,Tailspin Toys,Ingrida Celmina,90706,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
113,113,"Tailspin Toys (Dahlia, NM)",Tailspin Toys (Head Office),Novelty Shop,Tailspin Toys,Jae-Hwa Jang,90264,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
114,114,"Tailspin Toys (Cherry Grove Beach, SC)",Tailspin Toys (Head Office),Novelty Shop,Tailspin Toys,Duck-Hwan Bae,90146,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
115,115,"Tailspin Toys (Bethania, NC)",Tailspin Toys (Head Office),Novelty Shop,Tailspin Toys,Jagoda Vasiljevic,90368,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
116,116,"Tailspin Toys (Rafael Capó, PR)",Tailspin Toys (Head Office),Novelty Shop,Tailspin Toys,Toma Nastase,90685,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
390,589,"Wingtip Toys (Alcester, SD)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Deviprasad PrabhupÄda,90797,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
391,590,"Wingtip Toys (McAdenville, NC)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Aija Lukstina,90644,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
392,591,"Wingtip Toys (Idaho City, ID)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Hoc Le,90426,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
393,592,"Wingtip Toys (Dunkerton, IA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Bhairaam Kidambi,90141,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
394,593,"Wingtip Toys (Cuyamungue, NM)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Jae-Hwa Shin,90540,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
395,594,"Wingtip Toys (Marfa, TX)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Caterina Fallaci,90235,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
396,595,"Wingtip Toys (Accomac, VA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Baanuraekha Voleti,90378,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
397,596,"Wingtip Toys (Cos Cob, CT)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Ranjeet Haldar,90675,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
398,597,"Wingtip Toys (Haycock, AK)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Bhaamini Kanaparthi,90603,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
399,598,"Wingtip Toys (Kapa'a, HI)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Margit Molnar,90796,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
400,599,"Wingtip Toys (Dickworsham, TX)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Chandni Jandhyala,90704,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
401,600,"Wingtip Toys (Caro, MI)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Ljubomir Nesic,90043,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
402,601,"Wingtip Toys (Ruthsburg, MD)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Telma Hermansson,90451,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
351,550,"Wingtip Toys (Morrison Bluff, AR)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Gundega Kundzina,90682,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
352,551,"Wingtip Toys (Huntingburg, IN)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Parveen Haldar,90434,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
353,552,"Wingtip Toys (Shay, PA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Noel Cartier,90759,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
354,553,"Wingtip Toys (Helotes, TX)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Ilgonis Dzenis,90119,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
355,554,"Wingtip Toys (Hollandsburg, IN)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Ondrej Tomek,90683,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
356,555,"Wingtip Toys (Liberty Grove, MD)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Mohini Kaul,90204,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
357,556,"Wingtip Toys (Morita, TX)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Arnab Malakar,90222,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
358,557,"Wingtip Toys (New Laguna, NM)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Mary Barney,90761,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
359,558,"Wingtip Toys (Bourneville, OH)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Dhaeraemdranaadh Allu,90164,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
360,559,"Wingtip Toys (Mendoza, TX)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Paola Greece,90420,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
361,560,"Wingtip Toys (Palmas del Mar, PR)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Flora Olofsson,90167,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
362,561,"Wingtip Toys (Marion Junction, AL)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Nguyet Bach,90078,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
363,562,"Wingtip Toys (Ware Shoals, SC)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Jyoti Karnik,90181,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
364,563,"Wingtip Toys (Lostine, OR)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Samuel Almaraz,90287,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
365,564,"Wingtip Toys (Tilleda, WI)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Zuzana Kuchtova,90240,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
366,565,"Wingtip Toys (Wapiti, WY)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Mark Ruutel,90344,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
367,566,"Wingtip Toys (Amado, AZ)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Corneliu Vladu,90107,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
368,567,"Wingtip Toys (Jeromesville, OH)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Severins Polis,90184,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
369,568,"Wingtip Toys (Ovilla, TX)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Linda Ledezma,90683,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
370,569,"Wingtip Toys (West Frostproof, FL)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Halit Gunes,90126,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
371,570,"Wingtip Toys (Flomaton, AL)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Vallo Vesik,90134,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
372,571,"Wingtip Toys (Pawlet, VT)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Dana Mrazova,90472,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
373,572,"Wingtip Toys (Trout Run, PA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Ema Slosar,90257,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
374,573,"Wingtip Toys (Marin City, CA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Hemchandra Debnath,90449,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
375,574,"Wingtip Toys (Molalla, OR)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Monika Valentova,90761,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
376,575,"Wingtip Toys (Trumansburg, NY)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Dattaatraeya Tottempudi,90482,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
377,576,"Wingtip Toys (Goodings Grove, IL)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Kahkushan Shakiba,90512,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
378,577,"Wingtip Toys (Cherryplain, NY)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Taner YÄ±lmaz,90779,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
379,578,"Wingtip Toys (Bell Acres, PA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Abhra Thakur,90526,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
380,579,"Wingtip Toys (Connoquenessing, PA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Dunja Radoncis,90775,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
381,580,"Wingtip Toys (Sarversville, PA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Darakhshan Javaherian,90201,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
382,581,"Wingtip Toys (Munich, ND)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Youssef Eriksson,90334,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
383,582,"Wingtip Toys (Montoya, NM)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Pavel Bohuslav,90683,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
384,583,"Wingtip Toys (Knights Landing, CA)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Jiri Vacha,90400,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
385,584,"Wingtip Toys (Cache, OK)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Magdalena Cervenkova,90770,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
386,585,"Wingtip Toys (Towaco, NJ)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Asha Mudigonda,90406,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
387,586,"Wingtip Toys (Lynne, FL)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Anete Kundzina,90009,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
388,587,"Wingtip Toys (Plata, TX)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Daniela Sal,90374,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
389,588,"Wingtip Toys (Oak Point, TX)",Wingtip Toys (Head Office),Novelty Shop,Wingtip Toys,Duangrat Atitarn,90380,2013-01-01T00:00:00.000Z,9999-12-31T23:59:59.999Z,2
